ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2024-08-23 15:00:00+00:00,34,22,369114100,14.6,14.6,13.8,13.8,12,DJX   240920C00400000
2024-08-23 15:00:00+00:00,34,34,369106819,4.34,4.34,4.34,4.34,1,DJX   241018P00405000
2024-08-23 15:00:00+00:00,34,22,369121991,8.98,8.98,8.98,8.98,1,DJX   241220P00410000
2024-08-23 15:00:00+00:00,34,22,369123823,1.5,1.5,1.5,1.5,10,DJX   241018C00430000
2024-08-23 15:00:00+00:00,34,22,352336213,13.12,13.12,13.12,13.12,1,DJX   241115C00410000
2024-08-23 15:00:00+00:00,34,22,369111057,2.84,2.84,2.84,2.84,1,DJX   241018P00395000
2024-08-23 15:00:00+00:00,34,22,369122564,1.87,1.87,1.87,1.87,1,DJX   240920P00400000
2024-08-23 15:00:00+00:00,34,34,369115391,5.69,5.69,5.69,5.69,1,DJX   241018P00410000
2024-08-23 15:00:00+00:00,34,22,352334612,7.5,7.5,7.5,7.5,1,DJX   241115P00410000
2024-08-23 15:00:00+00:00,34,22,369122649,1.56,1.69,1.56,1.69,11,DJX   240920C00420000
2024-08-23 15:00:00+00:00,34,22,369113541,15.64,15.64,15.64,15.64,1,DJX   241220C00410000
2024-08-23 16:00:00+00:00,34,22,369101352,1.15,1.15,1.15,1.15,1,DJX   240920P00390000
2024-08-23 16:00:00+00:00,34,22,369117751,28.0,28.0,28.0,28.0,2,DJX   241220C00390000
2024-08-23 16:00:00+00:00,34,22,369114176,0.79,0.79,0.79,0.79,1,DJX   240920P00385000
2024-08-23 16:00:00+00:00,34,22,369114100,13.1,13.1,12.15,13.0,30,DJX   240920C00400000
2024-08-23 16:00:00+00:00,34,34,369117751,28.45,28.45,28.45,28.45,1,DJX   241220C00390000
2024-08-23 17:00:00+00:00,34,34,369118082,0.8,0.8,0.8,0.8,2,DJX   240830P00405000
2024-08-23 17:00:00+00:00,34,22,369122564,2.01,2.01,2.01,2.01,1,DJX   240920P00400000
2024-08-23 17:00:00+00:00,34,34,369124266,2.63,2.63,2.63,2.63,3,DJX   240830C00410000
2024-08-23 17:00:00+00:00,34,22,369122649,1.49,1.49,1.49,1.49,1,DJX   240920C00420000
2024-08-23 17:00:00+00:00,34,22,369114100,13.05,13.55,13.05,13.55,30,DJX   240920C00400000
2024-08-23 17:00:00+00:00,34,34,369113885,2.17,2.17,2.17,2.17,3,DJX   240830P00410000
2024-08-23 17:00:00+00:00,34,22,352330260,9.3,9.3,9.3,9.3,1,DJX   250321C00430000
2024-08-23 18:00:00+00:00,34,22,352330260,9.5,9.5,9.5,9.5,1,DJX   250321C00430000
2024-08-23 18:00:00+00:00,34,22,369114100,13.6,13.6,13.5,13.55,23,DJX   240920C00400000
2024-08-23 18:00:00+00:00,34,34,369109191,6.8,6.8,6.8,6.8,2,DJX   241220P00400000
2024-08-23 18:00:00+00:00,34,22,369113839,0.62,0.62,0.62,0.62,1,DJX   240830C00415000
2024-08-23 19:00:00+00:00,34,22,369123864,9.55,9.75,9.55,9.75,2,DJX   241018C00410000
2024-08-23 19:00:00+00:00,34,34,369114176,0.68,0.68,0.68,0.68,15,DJX   240920P00385000
2024-08-23 19:00:00+00:00,34,22,369105594,6.5,6.55,6.5,6.55,2,DJX   240920C00410000
2024-08-23 19:00:00+00:00,34,22,352340058,0.3,0.3,0.3,0.3,16,DJX   250321P00225000
2024-08-23 19:00:00+00:00,34,22,369115850,0.15,0.15,0.15,0.15,1,DJX   240830P00400000
2024-08-23 19:00:00+00:00,34,22,369101352,0.85,0.85,0.85,0.85,1,DJX   240920P00390000
2024-08-23 19:00:00+00:00,34,22,369122649,1.8,1.8,1.8,1.8,16,DJX   240920C00420000
2024-08-23 19:00:00+00:00,34,22,369114100,13.5,14.25,13.5,14.25,20,DJX   240920C00400000
2024-08-23 19:00:00+00:00,34,22,369122564,1.75,1.75,1.75,1.75,5,DJX   240920P00400000
2024-08-23 19:00:00+00:00,34,22,369113796,0.03,0.07,0.03,0.07,14,DJX   240830C00425000
2024-08-23 20:00:00+00:00,34,22,352326345,18.2,18.2,18.2,18.2,1,DJX   241115P00430000
2024-08-26 13:00:00+00:00,34,22,369114573,1.45,1.45,1.45,1.45,5,DJX   240920P00400000
2024-08-26 13:00:00+00:00,34,34,369115760,4.06,4.06,2.91,2.91,5,DJX   241018P00400000
2024-08-26 13:00:00+00:00,34,34,369115786,2.85,2.85,1.75,1.75,5,DJX   241018P00390000
2024-08-26 13:00:00+00:00,34,34,369120226,2.25,2.25,2.25,2.25,1,DJX   241018P00395000
2024-08-26 13:00:00+00:00,34,22,369115760,2.91,2.91,2.91,2.91,1,DJX   241018P00400000
2024-08-26 13:00:00+00:00,34,22,369115786,1.73,1.73,1.73,1.73,1,DJX   241018P00390000
2024-08-26 13:00:00+00:00,34,22,369106986,4.8,5.0,4.7,5.0,3,DJX   241018C00420000
2024-08-26 13:00:00+00:00,34,34,352331395,16.4,16.4,16.4,16.4,1,DJX   241115P00430000
2024-08-26 13:00:00+00:00,34,22,352341241,9.0,9.0,9.0,9.0,1,DJX   241115P00415000
2024-08-26 13:00:00+00:00,34,22,369106993,6.8,6.8,6.8,6.8,1,DJX   241018P00415000
2024-08-26 13:00:00+00:00,34,22,369125149,1.5,1.5,1.5,1.5,3,DJX   240830C00415000
2024-08-26 13:00:00+00:00,34,34,369114652,2.4,2.4,2.4,2.4,1,DJX   240920C00420000
2024-08-26 13:00:00+00:00,34,22,352333576,9.0,9.0,9.0,9.0,20,DJX   250321P00400000
2024-08-26 13:00:00+00:00,34,22,369116271,0.03,0.03,0.03,0.03,2,DJX   240830C00425000
2024-08-26 13:00:00+00:00,34,22,369120168,7.45,7.45,7.45,7.45,1,DJX   241018C00415000
2024-08-26 13:00:00+00:00,34,22,369101415,0.75,0.75,0.75,0.75,1,DJX   240920P00390000
2024-08-26 14:00:00+00:00,34,22,369116271,0.1,0.11,0.1,0.1,10,DJX   240830C00425000
2024-08-26 14:00:00+00:00,34,34,369101421,0.5,0.5,0.5,0.5,2,DJX   240920C00430000
2024-08-26 14:00:00+00:00,34,22,369101415,0.82,0.82,0.82,0.82,1,DJX   240920P00390000
2024-08-26 14:00:00+00:00,34,22,369104416,8.91,8.91,8.91,8.91,1,DJX   241018P00420000
2024-08-26 14:00:00+00:00,34,34,369123344,3.6,3.6,3.6,3.6,20,DJX   240920P00410000
2024-08-26 14:00:00+00:00,34,22,352330309,25.7,25.7,25.7,25.7,1,DJX   250321C00405000
2024-08-26 14:00:00+00:00,34,22,352327029,29.33,29.33,29.33,29.33,1,DJX   250321C00400000
2024-08-26 14:00:00+00:00,34,22,369124709,1.15,1.15,1.15,1.15,1,DJX   241018C00435000
2024-08-26 14:00:00+00:00,34,22,369110162,8.0,8.0,7.9,7.9,2,DJX   240920C00410000
2024-08-26 14:00:00+00:00,34,22,369125149,1.0,1.0,1.0,1.0,1,DJX   240830C00415000
2024-08-26 14:00:00+00:00,34,22,369123344,3.65,3.65,3.65,3.65,10,DJX   240920P00410000
2024-08-26 14:00:00+00:00,34,22,369114652,2.63,2.63,2.61,2.61,11,DJX   240920C00420000
2024-08-26 14:00:00+00:00,34,22,369105784,0.14,0.14,0.14,0.14,3,DJX   240920C00440000
2024-08-26 14:00:00+00:00,34,22,369102644,5.25,5.25,5.25,5.25,1,DJX   241018P00410000
2024-08-26 15:00:00+00:00,34,22,369105798,14.7,14.7,14.7,14.7,1,DJX   240920C00400000
2024-08-26 15:00:00+00:00,34,34,369120226,2.4,2.4,2.4,2.4,1,DJX   241018P00395000
2024-08-26 15:00:00+00:00,34,22,369104416,9.35,9.35,9.35,9.35,1,DJX   241018P00420000
2024-08-26 15:00:00+00:00,34,22,352336868,0.4,0.4,0.4,0.4,2,DJX   250321P00225000
2024-08-26 15:00:00+00:00,34,22,369116271,0.1,0.1,0.09,0.09,4,DJX   240830C00425000
2024-08-26 15:00:00+00:00,34,34,369101415,0.83,0.83,0.83,0.83,2,DJX   240920P00390000
2024-08-26 15:00:00+00:00,34,22,369110162,7.1,7.1,6.8,6.8,2,DJX   240920C00410000
2024-08-26 15:00:00+00:00,34,22,369123344,3.95,3.95,3.9,3.94,5,DJX   240920P00410000
2024-08-26 15:00:00+00:00,34,22,352328125,7.85,7.85,7.85,7.85,1,DJX   241115P00410000
2024-08-26 16:00:00+00:00,34,22,369110162,6.85,6.85,6.85,6.85,1,DJX   240920C00410000
2024-08-26 16:00:00+00:00,34,22,369101415,0.83,0.83,0.83,0.83,1,DJX   240920P00390000
2024-08-26 16:00:00+00:00,34,22,369120226,2.53,2.53,2.43,2.43,2,DJX   241018P00395000
2024-08-26 16:00:00+00:00,34,34,369123344,3.8,3.8,3.8,3.8,10,DJX   240920P00410000
2024-08-26 16:00:00+00:00,34,22,369105798,15.0,15.0,15.0,15.0,1,DJX   240920C00400000
2024-08-26 16:00:00+00:00,34,22,369123344,3.7,3.7,3.7,3.7,10,DJX   240920P00410000
2024-08-26 17:00:00+00:00,34,22,369111376,1.32,1.32,1.32,1.32,10,DJX   241018C00430000
2024-08-26 17:00:00+00:00,34,22,369110173,16.71,16.71,16.71,16.71,10,DJX   240920P00430000
2024-08-26 17:00:00+00:00,34,34,369110162,6.51,6.51,6.51,6.51,5,DJX   240920C00410000
2024-08-26 17:00:00+00:00,34,22,369106986,4.7,4.7,4.7,4.7,1,DJX   241018C00420000
2024-08-26 17:00:00+00:00,34,22,369123344,3.7,4.0,3.7,4.0,2,DJX   240920P00410000
2024-08-26 17:00:00+00:00,34,22,369116271,0.11,0.11,0.09,0.09,4,DJX   240830C00425000
2024-08-26 17:00:00+00:00,34,22,369105798,15.15,15.15,14.3,14.3,2,DJX   240920C00400000
2024-08-26 17:00:00+00:00,34,22,369101415,0.78,0.78,0.78,0.78,2,DJX   240920P00390000
2024-08-26 17:00:00+00:00,34,34,369114652,1.85,1.85,1.85,1.85,5,DJX   240920C00420000
2024-08-26 17:00:00+00:00,34,22,369114573,1.56,1.59,1.56,1.59,12,DJX   240920P00400000
2024-08-26 17:00:00+00:00,34,22,369110162,7.3,7.3,6.4,6.4,3,DJX   240920C00410000
2024-08-26 18:00:00+00:00,34,22,369101415,0.76,0.76,0.76,0.76,2,DJX   240920P00390000
2024-08-26 18:00:00+00:00,34,22,369105798,14.75,14.75,14.75,14.75,1,DJX   240920C00400000
2024-08-26 18:00:00+00:00,34,22,369114573,1.54,1.54,1.54,1.54,2,DJX   240920P00400000
2024-08-26 18:00:00+00:00,34,22,369119018,8.9,8.9,8.9,8.9,1,DJX   240920P00420000
2024-08-26 18:00:00+00:00,34,22,369116271,0.06,0.06,0.06,0.06,2,DJX   240830C00425000
2024-08-26 18:00:00+00:00,34,22,369110162,6.8,6.8,6.8,6.8,1,DJX   240920C00410000
2024-08-26 18:00:00+00:00,34,34,369114573,1.78,1.78,1.78,1.78,10,DJX   240920P00400000
2024-08-26 19:00:00+00:00,34,34,369123117,3.95,3.95,3.95,3.95,1,DJX   241220P00385000
2024-08-26 19:00:00+00:00,34,22,369123344,3.55,3.55,3.55,3.55,7,DJX   240920P00410000
2024-08-26 19:00:00+00:00,34,22,369105798,14.75,14.75,14.75,14.75,1,DJX   240920C00400000
2024-08-26 19:00:00+00:00,34,22,369110162,6.75,6.75,6.6,6.7,17,DJX   240920C00410000
2024-08-27 13:00:00+00:00,34,22,369107586,0.05,0.05,0.05,0.05,4,DJX   240830C00425000
2024-08-27 14:00:00+00:00,34,34,369116308,0.48,0.48,0.48,0.48,5,DJX   240830P00405000
2024-08-27 14:00:00+00:00,34,34,369103127,1.17,1.17,1.17,1.17,2,DJX   240830P00410000
2024-08-27 14:00:00+00:00,34,34,352337571,1.32,1.32,1.32,1.32,50,DJX   250321P00300000
2024-08-27 14:00:00+00:00,34,22,369113953,0.69,0.69,0.69,0.69,5,DJX   240920P00380000
2024-08-27 14:00:00+00:00,34,22,369116308,0.48,0.48,0.48,0.48,5,DJX   240830P00405000
2024-08-27 14:00:00+00:00,34,22,369122590,3.61,3.66,3.61,3.66,5,DJX   240920P00410000
2024-08-27 14:00:00+00:00,34,22,369107047,5.45,5.45,5.45,5.45,1,DJX   241018P00410000
2024-08-27 15:00:00+00:00,34,22,369116308,0.33,0.33,0.33,0.33,4,DJX   240830P00405000
2024-08-27 15:00:00+00:00,34,34,369109528,1.63,1.63,1.63,1.63,2,DJX   240920C00420000
2024-08-27 15:00:00+00:00,34,22,352332776,8.55,9.65,8.55,9.65,2,DJX   241115P00415000
2024-08-27 15:00:00+00:00,34,22,369107586,0.06,0.06,0.06,0.06,2,DJX   240830C00425000
2024-08-27 16:00:00+00:00,34,34,369109528,1.61,1.64,1.52,1.58,8,DJX   240920C00420000
2024-08-27 16:00:00+00:00,34,22,369105141,0.77,0.77,0.77,0.77,1,DJX   240920P00390000
2024-08-27 16:00:00+00:00,34,34,369125045,2.75,2.75,2.75,2.75,1,DJX   240830C00410000
2024-08-27 17:00:00+00:00,34,34,369105141,0.74,0.74,0.74,0.74,1,DJX   240920P00390000
2024-08-27 17:00:00+00:00,34,34,369113953,0.52,0.52,0.52,0.52,3,DJX   240920P00380000
2024-08-27 17:00:00+00:00,34,22,369107586,0.05,0.05,0.05,0.05,2,DJX   240830C00425000
2024-08-27 17:00:00+00:00,34,22,369107047,5.4,5.4,5.4,5.4,1,DJX   241018P00410000
2024-08-27 17:00:00+00:00,34,34,369109528,1.59,1.71,1.59,1.68,8,DJX   240920C00420000
2024-08-27 18:00:00+00:00,34,34,369109549,1.45,1.45,1.45,1.45,2,DJX   240920P00400000
2024-08-27 18:00:00+00:00,34,34,369125338,0.13,0.13,0.13,0.13,1,DJX   240920C00435000
2024-08-27 18:00:00+00:00,34,34,369100675,0.47,0.47,0.47,0.47,1,DJX   240920P00385000
2024-08-27 18:00:00+00:00,34,22,369109549,1.43,1.45,1.43,1.45,3,DJX   240920P00400000
2024-08-27 18:00:00+00:00,34,34,369109528,1.71,1.77,1.71,1.77,7,DJX   240920C00420000
2024-08-27 18:00:00+00:00,34,22,369109528,1.76,1.76,1.76,1.76,1,DJX   240920C00420000
2024-08-27 19:00:00+00:00,34,22,369113953,0.42,0.42,0.42,0.42,3,DJX   240920P00380000
2024-08-27 19:00:00+00:00,34,34,369109528,1.69,1.74,1.69,1.73,7,DJX   240920C00420000
2024-08-27 19:00:00+00:00,34,22,369116308,0.22,0.22,0.22,0.22,1,DJX   240830P00405000
2024-08-27 19:00:00+00:00,34,22,369100675,0.54,0.54,0.54,0.54,2,DJX   240920P00385000
2024-08-27 19:00:00+00:00,34,34,369105141,0.71,0.71,0.71,0.71,1,DJX   240920P00390000
2024-08-27 20:00:00+00:00,34,34,369109528,1.69,1.71,1.67,1.67,3,DJX   240920C00420000
2024-08-28 13:00:00+00:00,34,34,369125333,3.8,3.8,3.8,3.8,1,DJX   240920C00415000
2024-08-28 13:00:00+00:00,34,34,369102272,0.22,0.23,0.22,0.23,7,DJX   240830P00405000
2024-08-28 13:00:00+00:00,34,22,369102226,0.64,0.64,0.64,0.64,1,DJX   240830C00415000
2024-08-28 13:00:00+00:00,34,22,369121734,0.12,0.12,0.12,0.12,90,DJX   241220P00190000
2024-08-28 13:00:00+00:00,34,22,369112092,2.11,2.11,2.11,2.11,5,DJX   240920P00405000
2024-08-28 13:00:00+00:00,34,34,369121734,0.08,0.08,0.08,0.08,10,DJX   241220P00190000
2024-08-28 13:00:00+00:00,34,22,369107736,0.95,0.95,0.95,0.95,1,DJX   241220P00320000
2024-08-28 13:00:00+00:00,34,22,352337795,8.75,8.75,8.75,8.75,1,DJX   241115P00415000
2024-08-28 13:00:00+00:00,34,22,369123288,17.35,17.35,17.35,17.35,1,DJX   241018C00400000
2024-08-28 13:00:00+00:00,34,22,369123411,5.15,5.15,5.15,5.15,1,DJX   241018P00410000
2024-08-28 14:00:00+00:00,34,34,369120098,0.08,0.08,0.08,0.08,1,DJX   240830C00425000
2024-08-28 14:00:00+00:00,34,22,369107985,7.17,7.17,7.1,7.1,4,DJX   240920C00410000
2024-08-28 14:00:00+00:00,34,34,369116969,1.82,1.82,1.82,1.82,5,DJX   240920C00420000
2024-08-28 14:00:00+00:00,34,22,369103565,0.41,0.41,0.41,0.41,1,DJX   240920P00380000
2024-08-28 14:00:00+00:00,34,22,369102272,0.2,0.2,0.19,0.19,2,DJX   240830P00405000
2024-08-28 14:00:00+00:00,34,22,369105623,9.2,9.2,9.2,9.2,1,DJX   241018P00420000
2024-08-28 14:00:00+00:00,34,22,369116823,1.33,1.33,1.33,1.33,5,DJX   240920P00400000
2024-08-28 14:00:00+00:00,34,22,369099128,0.55,0.55,0.55,0.55,1,DJX   240920P00385000
2024-08-28 14:00:00+00:00,34,34,369107985,6.87,6.87,6.87,6.87,5,DJX   240920C00410000
2024-08-28 14:00:00+00:00,34,22,369123411,5.0,5.0,5.0,5.0,1,DJX   241018P00410000
2024-08-28 14:00:00+00:00,34,22,369099091,15.22,15.22,15.22,15.22,3,DJX   240920C00400000
2024-08-28 15:00:00+00:00,34,34,369112468,0.73,0.81,0.73,0.81,8,DJX   240920P00390000
2024-08-28 15:00:00+00:00,34,22,369124383,6.35,6.35,6.35,6.35,1,DJX   240830C00405000
2024-08-28 15:00:00+00:00,34,22,369115588,2.33,2.33,2.33,2.33,1,DJX   240830C00410000
2024-08-28 15:00:00+00:00,34,34,369119952,0.1,0.1,0.1,0.1,1,DJX   240830P00395000
2024-08-28 15:00:00+00:00,34,22,369112468,0.73,0.73,0.73,0.73,1,DJX   240920P00390000
2024-08-28 15:00:00+00:00,34,22,369105623,10.27,10.27,10.27,10.27,1,DJX   241018P00420000
2024-08-28 15:00:00+00:00,34,34,369116823,1.64,1.64,1.64,1.64,4,DJX   240920P00400000
2024-08-28 16:00:00+00:00,34,34,369116969,1.46,1.46,1.34,1.34,2,DJX   240920C00420000
2024-08-28 16:00:00+00:00,34,22,369119952,0.01,0.01,0.01,0.01,1,DJX   240830P00395000
2024-08-28 16:00:00+00:00,34,22,369115588,2.25,2.25,2.25,2.25,1,DJX   240830C00410000
2024-08-28 16:00:00+00:00,34,22,369112468,0.82,1.0,0.82,1.0,2,DJX   240920P00390000
2024-08-28 17:00:00+00:00,34,34,369116969,1.31,1.31,1.31,1.31,1,DJX   240920C00420000
2024-08-28 17:00:00+00:00,34,22,369121376,4.65,4.65,4.65,4.65,10,DJX   240920P00410000
2024-08-28 17:00:00+00:00,34,34,369114500,4.85,4.85,4.85,4.85,1,DJX   241018P00405000
2024-08-28 17:00:00+00:00,34,22,369111081,1.52,1.52,1.52,1.52,3,DJX   240830P00410000
2024-08-28 17:00:00+00:00,34,34,369115588,1.81,1.81,1.81,1.81,3,DJX   240830C00410000
2024-08-28 17:00:00+00:00,34,22,369113241,15.05,15.05,15.05,15.05,2,DJX   250620P00410000
2024-08-28 18:00:00+00:00,34,22,369110080,3.05,3.05,3.05,3.05,1,DJX   241018P00395000
2024-08-28 18:00:00+00:00,34,22,352326437,11.3,11.3,11.3,11.3,1,DJX   241115C00410000
2024-08-28 18:00:00+00:00,34,34,369116969,1.2,1.2,1.2,1.2,1,DJX   240920C00420000
2024-08-28 18:00:00+00:00,34,22,369114561,2.6,2.6,2.55,2.55,5,DJX   241018P00390000
2024-08-28 18:00:00+00:00,34,22,369116969,1.02,1.08,0.33,0.33,3,DJX   240920C00420000
2024-08-28 18:00:00+00:00,34,22,352329934,5.97,5.97,5.97,5.97,1,DJX   241115C00420000
2024-08-28 18:00:00+00:00,34,22,369107985,4.85,4.85,4.85,4.85,1,DJX   240920C00410000
2024-08-28 19:00:00+00:00,34,22,369116969,1.36,1.36,1.36,1.36,5,DJX   240920C00420000
2024-08-28 19:00:00+00:00,34,22,369112401,0.22,0.22,0.22,0.22,2,DJX   240920C00430000
2024-08-28 19:00:00+00:00,34,34,369114500,4.6,4.6,4.6,4.6,1,DJX   241018P00405000
2024-08-28 19:00:00+00:00,34,34,369121096,29.65,29.65,29.65,29.65,1,DJX   241220C00390000
2024-08-28 19:00:00+00:00,34,34,369102226,0.26,0.26,0.26,0.26,1,DJX   240830C00415000
2024-08-28 19:00:00+00:00,34,22,369120098,0.05,0.05,0.05,0.05,2,DJX   240830C00425000
2024-08-28 19:00:00+00:00,34,22,369121096,30.1,30.1,30.1,30.1,3,DJX   241220C00390000
2024-08-28 20:00:00+00:00,34,22,369116969,0.36,0.36,0.36,0.36,1,DJX   240920C00420000
2024-08-29 13:00:00+00:00,34,22,369121277,0.44,0.44,0.44,0.44,3,DJX   240920P00380000
2024-08-29 13:00:00+00:00,34,22,369125490,0.05,0.05,0.05,0.05,5,DJX   240906C00430000
2024-08-29 13:00:00+00:00,34,22,369123536,19.0,19.0,19.0,19.0,2,DJX   241018C00400000
2024-08-29 13:00:00+00:00,34,22,369112498,6.18,6.18,5.63,5.63,10,DJX   240920C00410000
2024-08-29 13:00:00+00:00,34,34,369121393,1.28,1.28,1.28,1.28,5,DJX   240920C00420000
2024-08-29 13:00:00+00:00,34,34,369112498,5.75,5.75,5.75,5.75,5,DJX   240920C00410000
2024-08-29 13:00:00+00:00,34,22,369125492,0.1,0.1,0.1,0.1,2,DJX   240906C00425000
2024-08-29 13:00:00+00:00,34,22,369121393,1.44,1.44,1.25,1.25,10,DJX   240920C00420000
2024-08-29 13:00:00+00:00,34,22,369102423,0.01,0.01,0.01,0.01,2,DJX   240830C00410000
2024-08-29 13:00:00+00:00,34,34,369116644,30.0,30.0,30.0,30.0,1,DJX   241220C00390000
2024-08-29 13:00:00+00:00,34,22,369110179,6.2,6.2,6.2,6.2,1,DJX   241018P00415000
2024-08-29 14:00:00+00:00,34,22,369107958,3.0,3.0,3.0,3.0,1,DJX   240920P00410000
2024-08-29 14:00:00+00:00,34,34,369125496,2.16,2.16,2.16,2.16,1,DJX   240906C00415000
2024-08-29 14:00:00+00:00,34,22,369123422,4.75,4.75,4.75,4.75,1,DJX   241018P00410000
2024-08-29 14:00:00+00:00,34,22,369125499,0.54,0.54,0.54,0.54,10,DJX   240906P00405000
2024-08-29 14:00:00+00:00,34,22,369114673,9.15,9.15,8.7,8.7,2,DJX   241018P00420000
2024-08-29 15:00:00+00:00,34,22,369107958,2.7,2.7,2.7,2.7,6,DJX   240920P00410000
2024-08-29 15:00:00+00:00,34,34,369108003,0.29,0.29,0.27,0.28,5,DJX   240920P00370000
2024-08-29 15:00:00+00:00,34,34,369116644,31.9,31.9,31.9,31.9,1,DJX   241220C00390000
2024-08-29 15:00:00+00:00,34,34,369125496,2.19,2.19,2.06,2.06,2,DJX   240906C00415000
2024-08-29 15:00:00+00:00,34,22,369123422,4.4,4.4,4.4,4.4,1,DJX   241018P00410000
2024-08-29 15:00:00+00:00,34,22,369121393,1.75,1.75,1.75,1.75,5,DJX   240920C00420000
2024-08-29 15:00:00+00:00,34,22,369099078,15.9,16.25,15.9,16.25,4,DJX   240920C00400000
2024-08-29 15:00:00+00:00,34,22,369112498,7.75,8.0,7.75,8.0,2,DJX   240920C00410000
2024-08-29 15:00:00+00:00,34,22,369116970,0.65,0.65,0.65,0.65,10,DJX   240920P00390000
2024-08-29 15:00:00+00:00,34,22,369116644,31.9,31.9,31.9,31.9,2,DJX   241220C00390000
2024-08-29 16:00:00+00:00,34,34,369120758,1.01,1.08,0.96,0.96,4,DJX   240830P00415000
2024-08-29 16:00:00+00:00,34,34,369114673,7.7,7.7,7.7,7.7,1,DJX   241018P00420000
2024-08-29 16:00:00+00:00,34,22,369107936,0.05,0.05,0.05,0.05,1,DJX   240920C00460000
2024-08-29 16:00:00+00:00,34,22,369099078,16.85,17.6,16.85,17.4,10,DJX   240920C00400000
2024-08-29 16:00:00+00:00,34,22,369125503,0.15,0.15,0.15,0.15,4,DJX   240906P00395000
2024-08-29 16:00:00+00:00,34,34,369108003,0.26,0.28,0.25,0.27,13,DJX   240920P00370000
2024-08-29 16:00:00+00:00,34,22,369125490,0.08,0.09,0.08,0.08,33,DJX   240906C00430000
2024-08-29 16:00:00+00:00,34,34,369101267,2.39,2.39,2.39,2.39,1,DJX   241018P00400000
2024-08-29 16:00:00+00:00,34,22,369125497,0.89,0.89,0.89,0.89,1,DJX   240906P00410000
2024-08-29 16:00:00+00:00,34,22,369116970,0.56,0.56,0.56,0.56,10,DJX   240920P00390000
2024-08-29 16:00:00+00:00,34,22,369107958,2.34,2.34,2.34,2.34,10,DJX   240920P00410000
2024-08-29 16:00:00+00:00,34,22,369112498,8.1,8.1,8.1,8.1,1,DJX   240920C00410000
2024-08-29 16:00:00+00:00,34,34,369124574,0.25,0.25,0.25,0.25,10,DJX   240830P00410000
2024-08-29 16:00:00+00:00,34,22,369103580,1.02,1.02,0.98,0.98,15,DJX   240920P00400000
2024-08-29 16:00:00+00:00,34,22,369120372,1.65,1.65,1.5,1.5,7,DJX   240920P00405000
2024-08-29 16:00:00+00:00,34,22,369110179,5.95,5.95,5.95,5.95,1,DJX   241018P00415000
2024-08-29 16:00:00+00:00,34,22,369125499,0.33,0.35,0.33,0.35,11,DJX   240906P00405000
2024-08-29 16:00:00+00:00,34,22,369101222,16.0,16.0,16.0,16.0,3,DJX   241018C00405000
2024-08-29 16:00:00+00:00,34,34,369125496,3.05,3.05,3.05,3.05,1,DJX   240906C00415000
2024-08-29 16:00:00+00:00,34,22,369124653,4.95,5.15,4.95,5.15,3,DJX   240920C00415000
2024-08-29 16:00:00+00:00,34,34,369124653,5.05,5.05,5.05,5.05,1,DJX   240920C00415000
2024-08-29 16:00:00+00:00,34,22,369123422,4.15,4.15,4.15,4.15,1,DJX   241018P00410000
